index,Price
174,1437750.0
175,1437750.0
176,939000.0
177,1777250.0
178,1296000.0
179,1064500.0
180,1064500.0
181,1064500.0
182,1064500.0
183,1064500.0
184,1758750.0
185,1541875.0
186,1758750.0
187,1758750.0
188,1541875.0
189,1758750.0
190,1758750.0
191,1541875.0
192,1105000.0
193,1105000.0
194,1758750.0
195,1006875.0
196,1267500.0
197,1183750.0
198,1106250.0
199,1183750.0
200,1361500.0
201,1361500.0
202,1361500.0
203,748250.0
204,995750.0
205,748250.0
206,748250.0
207,607000.0
208,1165750.0
209,1165750.0
210,1165750.0
211,1235250.0
212,1095000.0
213,1095000.0
214,658750.0
215,744250.0
216,1296000.0
217,644375.0
218,754000.0
219,754000.0
220,754000.0
221,979000.0
222,781500.0
223,1031500.0
224,1473750.0
225,746250.0
226,696625.0
227,1248000.0
228,1827500.0
229,1521750.0
230,2190000.0
231,683000.0
232,743750.0
233,1193750.0
234,2160000.0
235,1291250.0
236,948750.0
237,849000.0
238,1213750.0
239,1213750.0
240,1307625.0
241,1218750.0
242,875250.0
243,794000.0
244,1115250.0
245,1102125.0
246,1067500.0
247,1312000.0
248,807750.0
249,621250.0
250,557500.0
251,1063000.0
252,639000.0
253,639000.0
254,1164350.0
255,1528750.0
256,1151750.0
257,1217000.0
258,1146250.0
259,1092100.0
260,1109875.0
261,889250.0
262,933000.0
263,1343750.0
264,1281750.0
265,1217000.0
266,1217000.0
267,1217000.0
268,1102750.0
269,1102750.0
270,1124250.0
271,1217000.0
272,1217000.0
273,1159250.0
274,1298750.0
275,1038750.0
276,1038750.0
277,1324250.0
278,1159250.0
279,1100000.0
280,1100000.0
281,1100000.0
282,1298750.0
283,1298750.0
284,1038750.0
285,1127500.0
286,3037500.0
287,1665000.0
288,902250.0
289,662000.0
290,935500.0
291,935500.0
292,662000.0
293,1556000.0
294,1556000.0
295,806000.0
296,806000.0
297,2250250.0
298,1300750.0
299,1300750.0
300,740250.0
301,747250.0
302,732000.0
303,1068500.0
304,732000.0
305,732000.0
306,1163500.0
307,672750.0
308,937875.0
309,937875.0
310,783875.0
311,783875.0
312,783875.0
313,783875.0
314,779250.0
315,1468750.0
316,970250.0
317,698500.0
318,693250.0
319,826625.0
320,769875.0
321,781250.0
322,695125.0
323,789000.0
324,734500.0
325,910250.0
326,1007000.0
327,1070500.0
328,726875.0
329,756500.0
330,730795.5
331,794000.0
332,794000.0
333,877750.0
334,680375.0
335,680375.0
336,961500.0
337,769250.0
338,1023750.0
339,877750.0
340,877750.0
341,877750.0
342,877750.0
343,877750.0
344,2762500.0
345,520000.0
346,1055000.0
347,1055000.0
348,1055000.0
349,1055000.0
350,1055000.0
351,1077500.0
352,901500.0
353,1549000.0
354,1174000.0
355,1125250.0
356,782875.0
357,1372625.0
358,1372625.0
359,1372625.0
360,1007250.0
361,1007250.0
362,1007250.0
363,1007250.0
364,742000.0
365,805500.0
366,703000.0
367,703000.0
368,1312000.0
369,1312000.0
370,600000.0
371,533250.0
372,690500.0
373,894250.0
374,1089750.0
375,680625.0
376,729750.0
377,835336.0
378,740250.0
379,1084500.0
380,625125.0
381,625125.0
382,625125.0
383,625125.0
384,625125.0
385,625125.0
386,625125.0
387,625125.0
388,888375.0
389,888375.0
390,739250.0
391,739250.0
392,739250.0
393,858125.0
394,931625.0
395,739250.0
396,863375.0
397,863375.0
398,863375.0
399,706500.0
400,1084250.0
401,740250.0
402,867500.0
403,678000.0
404,863375.0
405,984250.0
406,984250.0
407,918250.0
408,918250.0
409,918250.0
410,1240000.0
411,1240000.0
412,870750.0
413,870750.0
414,870750.0
415,870750.0
416,870750.0
417,1053000.0
418,1053000.0
419,1538125.0
420,1070625.0
421,1013125.0
422,1102125.0
423,1062875.0
424,1070625.0
425,1679375.0
426,1536250.0
427,1239500.0
428,1066500.0
429,1679375.0
430,1679375.0
431,1171250.0
432,1171250.0
433,1171250.0
434,1679375.0
435,1679375.0
436,1679375.0
437,1135750.0
438,1177500.0
439,1013500.0
440,1089625.0
441,1239500.0
442,1972375.0
443,871250.0
444,1055000.0
445,944000.0
446,944000.0
447,767500.0
448,801625.0
449,801625.0
450,801625.0
451,801625.0
452,471500.0
453,905875.0
454,905875.0
455,1242500.0
456,1090125.0
457,1031875.0
458,1031875.0
459,1090125.0
460,1087500.0
461,1985000.0
462,1985000.0
463,1985000.0
464,1070000.0
465,1070000.0
466,740625.0
467,740625.0
468,740625.0
469,937750.0
470,944750.0
471,873125.0
472,778750.0
473,686250.0
474,616250.0
475,616250.0
476,778750.0
477,698750.0
478,616250.0
479,616250.0
480,761000.0
481,620625.0
482,944750.0
483,944750.0
484,944750.0
485,451500.0
486,369000.0
487,850000.0
488,1063000.0
489,369000.0
490,850000.0
491,850000.0
492,850000.0
493,1023000.0
494,761000.0
495,754375.0
496,754375.0
497,754375.0
498,379000.0
499,754375.0
500,761000.0
501,598000.0
502,591750.0
503,636937.5
504,600000.0
505,565500.0
506,1045500.0
507,1045500.0
508,1045500.0
509,1045500.0
510,565500.0
511,592250.0
512,883750.0
513,561500.0
514,632437.5
515,744250.0
516,495875.0
517,599500.0
518,565500.0
519,772000.0
520,1306250.0
521,1306250.0
522,1156250.0
523,1271250.0
524,1271250.0
525,1271250.0
526,1271250.0
527,958250.0
528,958250.0
529,1122750.0
530,1377500.0
531,1377500.0
532,1377500.0
533,1013750.0
534,1377500.0
535,655125.0
536,655125.0
537,1191250.0
538,674250.0
539,1140250.0
540,784750.0
541,795000.0
542,763750.0
543,1055000.0
544,1072500.0
545,722125.0
546,722125.0
547,866250.0
548,675000.0
549,675000.0
550,675000.0
551,839250.0
552,1051250.0
553,657500.0
554,806250.0
555,631250.0
556,866750.0
557,855000.0
558,855000.0
559,632500.0
560,772000.0
561,686625.0
562,950000.0
563,595500.0
564,950000.0
565,950000.0
566,861250.0
567,861250.0
568,677750.0
569,1065000.0
570,773000.0
571,650500.0
572,883222.0
573,497250.0
574,700500.0
575,700500.0
576,700500.0
577,803000.0
578,1062375.0
579,940000.0
580,940000.0
581,673875.0
582,735250.0
583,604125.0
584,631500.0
585,631500.0
586,600750.0
587,598000.0
588,582000.0
589,567500.0
590,807750.0
591,585000.0
592,585000.0
593,585000.0
594,585000.0
595,807750.0
596,585000.0
597,676250.0
598,676250.0
599,930750.0
600,694250.0
601,694250.0
602,558125.0
603,641750.0
604,694250.0
605,459250.0
606,674250.0
607,847500.0
608,847500.0
609,967500.0
610,1008425.0
611,603250.0
612,896500.0
613,710250.0
614,1526250.0
615,1834750.0
616,1463500.0
617,1463500.0
618,1834750.0
619,1463500.0
620,1525000.0
621,902000.0
622,902000.0
623,902000.0
624,821250.0
625,866250.0
626,866250.0
627,542250.0
628,800250.0
629,465625.0
630,585375.0
631,522500.0
632,465625.0
633,469875.0
634,548250.0
635,632000.0
636,574000.0
637,699750.0
638,452500.0
639,725250.0
640,1775750.0
641,947500.0
642,1436750.0
643,1436750.0
644,1698972.0
645,1698972.0
646,1008000.0
647,1008000.0
648,1792500.0
649,1472000.0
650,1472000.0
651,1912500.0
652,2312500.0
653,1380562.5
654,1638750.0
655,1912500.0
656,707000.0
657,707000.0
658,1271250.0
659,1271250.0
660,1030250.0
661,787500.0
662,787500.0
663,1866250.0
664,879500.0
665,752750.0
666,752750.0
667,754000.0
668,754000.0
669,2121250.0
670,2121250.0
671,1191250.0
672,879500.0
673,1731250.0
674,1731250.0
675,1268000.0
676,639625.0
677,1479375.0
678,1803750.0
679,1540500.0
680,1540500.0
681,1540500.0
682,1540500.0
683,1540500.0
684,1540500.0
685,1540500.0
686,733250.0
687,1866250.0
688,1803750.0
689,1540500.0
690,977500.0
691,977500.0
692,977500.0
693,977500.0
694,994500.0
695,1035000.0
696,1288250.0
697,1377000.0
698,2170000.0
699,2170000.0
700,610250.0
701,1292500.0
702,1125750.0
703,1125750.0
704,1437500.0
705,717625.25
706,876250.0
707,876250.0
708,876250.0
709,876250.0
710,735000.0
711,1575500.0
712,908625.25
713,830000.0
714,735000.0
715,1610000.0
716,2080000.0
717,2201250.0
718,1030000.0
719,908625.25
720,1237125.0
721,627625.0
722,830000.0
723,1035000.0
724,556250.0
725,1256125.0
726,1166875.0
727,579750.0
728,717625.25
729,3031250.0
730,741500.0
731,826500.0
732,511250.0
733,1833250.0
734,993750.0
735,784500.0
736,1291500.0
737,993750.0
738,1090000.0
739,1270250.0
740,1360000.0
741,1008750.0
742,1008000.0
743,2039375.0
744,2039375.0
745,1177375.0
746,2039375.0
747,1712500.0
748,2582500.0
749,1946875.0
750,1946875.0
751,655000.0
752,1638750.0
753,993750.0
754,1388750.0
755,1388750.0
756,1667000.0
757,1917000.0
758,1380562.5
759,1380562.5
760,2249500.0
761,1914500.0
762,1914500.0
763,1878250.0
764,1781250.0
765,1359250.0
766,1548500.0
767,1360000.0
768,1364500.0
769,1214625.0
770,528125.0
771,1551250.0
772,1551250.0
773,1551250.0
774,1531750.0
775,1486750.0
776,1580500.0
777,1486750.0
778,1398750.0
779,1121750.0
780,1121750.0
781,1121750.0
782,1121750.0
783,1121750.0
784,1121750.0
785,1121750.0
786,1121750.0
787,1382500.0
788,1382500.0
789,1382500.0
790,596250.0
791,1194000.0
792,1635500.0
793,1193500.0
794,1193500.0
795,999125.0
796,895750.0
797,895750.0
798,869875.0
799,869875.0
800,869875.0
801,869875.0
802,869875.0
803,869875.0
804,869875.0
805,755250.0
806,755250.0
807,869875.0
808,684875.0
809,867000.0
810,867000.0
811,867000.0
812,869875.0
813,1336500.0
814,567125.0
815,676875.0
816,633750.0
817,633750.0
818,551250.0
819,633750.0
820,1147750.0
821,1147750.0
822,1147750.0
823,1147750.0
824,1191625.0
825,1191625.0
826,1191625.0
827,839000.0
828,584750.0
829,584750.0
830,705250.0
831,905000.0
832,755250.0
833,1187000.0
834,1187000.0
835,1329500.0
836,1116500.0
837,1358250.0
838,879375.0
839,877500.0
840,2050750.0
841,498625.0
842,883000.0
843,1335000.0
844,1442250.0
845,2125500.0
846,1176250.0
847,1175550.0
848,1198050.0
849,1098500.0
850,1213750.0
851,1285500.0
852,1285500.0
853,1285500.0
854,1285500.0
855,1285500.0
856,1285500.0
857,1285500.0
858,1285500.0
859,1285500.0
860,1285500.0
861,1285500.0
862,1047375.0
863,1192250.0
864,1031500.0
865,954625.0
866,965437.5
867,1031500.0
868,778187.5
869,664500.0
870,962000.0
871,987500.0
872,887500.0
873,663750.0
874,706750.0
875,785750.0
876,706750.0
877,956500.0
878,995000.0
879,995000.0
880,706750.0
881,706750.0
882,1297500.0
883,1297500.0
884,1266250.0
885,1179000.0
886,777500.0
887,678750.0
888,1075250.0
889,1347000.0
890,862125.0
891,862125.0
892,985000.0
893,829250.0
894,882500.0
895,646000.0
896,1557500.0
897,685250.0
898,779500.0
899,646000.0
900,646000.0
901,646000.0
902,730000.0
903,491250.0
904,593750.0
905,856750.0
906,856750.0
907,856750.0
908,652500.0
909,652500.0
910,1207500.0
911,1207500.0
912,1207500.0
913,1207500.0
914,1207500.0
915,1207500.0
916,963750.0
917,963750.0
918,963750.0
919,1101250.0
920,1207500.0
921,963750.0
922,610250.0
923,610250.0
924,891000.0
925,1088250.0
926,982000.0
927,892250.0
928,783000.0
929,783000.0
930,579000.0
931,892250.0
932,892250.0
933,892250.0
934,892250.0
935,892250.0
936,892250.0
937,892250.0
938,864250.0
939,1088250.0
940,1088250.0
941,1252500.0
942,1054875.0
943,1054875.0
944,1054875.0
945,1038000.0
946,650897.0
947,793750.0
948,650897.0
949,892250.0
950,937250.0
951,676875.0
952,676875.0
953,676875.0
954,700750.0
955,942500.0
956,676875.0
957,734375.0
958,734375.0
959,734375.0
960,734375.0
961,650897.0
962,508750.0
963,508750.0
964,529750.0
965,508750.0
966,861250.0
967,861250.0
968,861250.0
969,861250.0
970,861250.0
971,599425.0
972,599425.0
973,717750.0
974,861250.0
975,861250.0
976,717750.0
977,1088250.0
978,1004750.0
979,734375.0
980,1377000.0
981,621875.0
982,646000.0
983,646000.0
984,646000.0
985,646000.0
986,646000.0
987,1155500.0
988,1079750.0
989,1213500.0
990,1290000.0
991,1207750.0
992,1760500.0
993,1233750.0
994,1033750.0
995,1230000.0
996,1335000.0
997,1335000.0
998,1335000.0
999,1033750.0
1000,1033750.0
1001,1033750.0
1002,1680625.0
1003,1033750.0
1004,1163250.0
1005,966250.0
1006,941250.0
1007,877750.0
1008,1355000.0
1009,977500.0
1010,977500.0
1011,558750.0
1012,558750.0
1013,960000.0
1014,960000.0
1015,1075000.0
1016,1075000.0
1017,1060625.0
1018,1060625.0
1019,1060625.0
1020,558750.0
1021,558750.0
1022,558750.0
1023,558750.0
1024,960000.0
1025,1060625.0
1026,1060625.0
1027,1060625.0
1028,1060625.0
1029,1060625.0
1030,1060625.0
1031,1330250.0
1032,1330250.0
1033,1330250.0
1034,666500.0
1035,666500.0
1036,666500.0
1037,666500.0
1038,666500.0
1039,666500.0
1040,666500.0
1041,966000.0
1042,690000.0
1043,666500.0
1044,666500.0
1045,666500.0
1046,666500.0
1047,802250.0
1048,966000.0
1049,536250.0
1050,536250.0
1051,602500.0
1052,1330250.0
1053,602500.0
1054,602500.0
1055,602500.0
1056,758000.0
1057,758000.0
1058,758000.0
1059,558750.0
1060,558750.0
1061,1060625.0
1062,1060625.0
1063,722000.0
1064,722000.0
1065,722000.0
1066,894250.0
1067,852000.0
1068,767000.0
1069,767000.0
1070,661250.0
1071,479000.0
1072,479000.0
1073,579000.0
1074,579000.0
1075,689125.0
1076,689125.0
1077,1398750.0
1078,689125.0
1079,1398750.0
1080,665000.0
1081,1516500.0
1082,966500.0
1083,1235000.0
1084,1235000.0
1085,1235000.0
1086,790750.0
1087,790750.0
1088,790750.0
1089,790750.0
1090,902625.0
1091,1038125.0
1092,1038000.0
1093,1038000.0
1094,1038000.0
1095,1038000.0
1096,1038000.0
1097,902625.0
1098,696000.0
1099,696000.0
1100,696000.0
1101,696000.0
1102,1294750.0
1103,1468750.0
1104,1130000.0
1105,1516500.0
1106,1516500.0
1107,1472750.0
1108,1516500.0
1109,1516500.0
1110,1516500.0
1111,818125.0
1112,802500.0
1113,1261500.0
1114,1261500.0
1115,755250.0
1116,981500.0
1117,981500.0
1118,981500.0
1119,981500.0
1120,1291250.0
1121,695000.0
1122,695000.0
1123,745000.0
1124,1386125.0
1125,1516500.0
1126,1472750.0
1127,1235000.0
1128,1235000.0
1129,1294750.0
1130,1235000.0
1131,813125.0
1132,813125.0
1133,563750.0
1134,1207500.0
1135,1024125.0
1136,1030750.0
1137,975000.0
1138,1030750.0
1139,636500.0
1140,565500.0
1141,1056250.0
1142,1035500.0
1143,783000.0
1144,638750.0
1145,780250.0
1146,783000.0
1147,1255250.0
1148,714000.0
1149,743625.0
1150,840625.0
1151,888875.0
1152,888875.0
1153,888875.0
1154,713750.0
1155,840625.0
1156,1047375.0
1157,840625.0
1158,789000.0
1159,880925.0
1160,358375.0
1161,789000.0
1162,789000.0
1163,673175.0
1164,1098425.0
1165,879500.0
1166,1043625.0
1167,760750.0
1168,803750.0
1169,694625.0
1170,597875.0
1171,593875.0
1172,593875.0
1173,652500.0
1174,652500.0
1175,671250.0
1176,585125.0
1177,717950.0
1178,648950.0
1179,577625.0
1180,787750.0
1181,685200.0
1182,696450.0
1183,696450.0
1184,727875.0
1185,727875.0
1186,717950.0
1187,717950.0
1188,798125.0
1189,600625.0
1190,1268500.0
1191,972500.0
1192,972500.0
1193,1056250.0
1194,1385000.0
1195,1385000.0
1196,1043500.0
1197,1030500.0
1198,1030500.0
1199,1030500.0
1200,1474375.0
1201,964375.0
1202,964375.0
1203,964375.0
1204,790625.0
1205,949000.0
1206,949000.0
1207,1472750.0
1208,1472750.0
1209,856750.0
1210,696000.0
1211,831750.0
1212,831750.0
1213,831750.0
1214,696000.0
1215,696000.0
1216,1483750.0
1217,1483750.0
1218,1092750.0
1219,1092750.0
1220,1092750.0
1221,1063750.0
1222,851250.0
1223,790625.0
1224,1249875.0
1225,728125.0
1226,1968625.0
1227,1585500.0
1228,1585500.0
1229,1741250.0
1230,1696250.0
1231,1857250.0
1232,1857250.0
1233,1188750.0
1234,1188750.0
1235,1879500.0
1236,2224000.0
1237,2847125.0
1238,2847125.0
1239,2241250.0
1240,2241250.0
1241,1435000.0
1242,1932500.0
1243,1327750.0
1244,1500625.0
1245,545625.0
1246,545625.0
1247,545625.0
1248,1015000.0
1249,1015000.0
1250,1015000.0
1251,1015000.0
1252,1814250.0
1253,1814250.0
1254,2010250.0
1255,2072500.0
1256,2023375.0
1257,1558750.0
1258,1257500.0
1259,1257500.0
1260,1932500.0
1261,1932500.0
1262,1932500.0
1263,545625.0
1264,545625.0
1265,1015000.0
1266,1814250.0
1267,1814250.0
1268,668750.0
1269,636500.0
1270,1435000.0
1271,1456750.0
1272,1967500.0
1273,1478250.0
1274,1478250.0
1275,1775000.0
1276,614200.0
1277,614200.0
1278,1636250.0
1279,2278750.0
1280,1339750.0
1281,589200.0
1282,426000.0
1283,426000.0
1284,426000.0
1285,908875.25
1286,908875.25
1287,1043875.0
1288,843000.0
1289,843000.0
1290,843000.0
1291,843000.0
1292,1091250.0
1293,2071250.0
1294,1205500.0
1295,1032000.0
1296,3488750.0
1297,3279375.0
1298,3279375.0
1299,1541250.0
1300,3488750.0
1301,3488750.0
1302,1538500.0
1303,1538500.0
1304,1241250.0
1305,1241250.0
1306,445750.0
1307,927375.0
1308,565750.0
1309,875000.0
1310,1033750.0
1311,1033750.0
1312,913750.0
1313,742625.0
1314,1003000.0
1315,1036750.0
1316,1207750.0
1317,1159000.0
1318,937500.0
1319,1235000.0
1320,1149375.0
1321,1070000.0
1322,1615750.0
1323,1613750.0
1324,1944000.0
1325,2834000.0
1326,1822500.0
1327,1816500.0
1328,2392500.0
1329,2392500.0
1330,2392500.0
1331,2392500.0
1332,2323750.0
1333,1787500.0
1334,1823625.0
1335,1823625.0
1336,1756500.0
1337,764000.0
1338,764000.0
1339,1473750.0
1340,1742500.0
1341,1941250.0
1342,1254250.0
1343,1388000.0
1344,2746250.0
1345,2746250.0
1346,2230250.0
1347,2751250.0
1348,2094000.0
1349,1007000.0
1350,779250.0
1351,779250.0
1352,1777250.0
1353,1723750.0
1354,1426000.0
1355,1830000.0
1356,1907500.0
1357,1448750.0
1358,1448750.0
1359,1448750.0
1360,1070000.0
1361,1473750.0
1362,1770625.0
1363,1326500.0
1364,1064500.0
1365,1064500.0
1366,1178125.0
1367,1178125.0
1368,1036875.0
1369,577125.0
1370,1062500.0
1371,1225000.0
1372,1225000.0
1373,1361500.0
1374,918250.0
1375,734125.0
1376,1212875.0
1377,1165750.0
1378,1165750.0
1379,1175000.0
1380,897125.0
1381,1220000.0
1382,696625.0
1383,901375.0
1384,869750.0
1385,787250.0
1386,1031500.0
1387,1031500.0
1388,1031500.0
1389,1031500.0
1390,618750.0
1391,1036875.0
1392,1652500.0
1393,1652500.0
1394,1157500.0
1395,1038500.0
1396,1083250.0
1397,2120750.0
1398,498625.0
1399,538000.0
1400,968250.0
1401,982500.0
1402,1455500.0
1403,974600.0
1404,1109875.0
1405,1921250.0
1406,1217000.0
1407,1062000.0
1408,1036500.0
1409,1100000.0
1410,1306750.0
1411,1100000.0
1412,1237750.0
1413,902250.0
1414,870000.0
1415,1556000.0
1416,738500.0
1417,731000.0
1418,1159000.0
1419,783875.0
1420,1379250.0
1421,946250.0
1422,1175500.0
1423,988000.0
1424,662000.0
1425,1103750.0
1426,794000.0
1427,794000.0
1428,794000.0
1429,680375.0
1430,680375.0
1431,849625.0
1432,445000.0
1433,782875.0
1434,1075500.0
1435,1007250.0
1436,1007250.0
1437,785000.0
1438,742000.0
1439,742000.0
1440,647750.0
1441,805500.0
1442,703000.0
1443,703000.0
1444,703000.0
1445,1618500.0
1446,1618500.0
1447,731250.0
1448,731250.0
1449,935625.0
1450,1089750.0
1451,1089750.0
1452,1089750.0
1453,721750.0
1454,721750.0
1455,740250.0
1456,788000.0
1457,788000.0
1458,788000.0
1459,788000.0
1460,576250.0
1461,576250.0
1462,770336.0
1463,739250.0
1464,835336.0
1465,729000.0
1466,613875.0
1467,613875.0
1468,863375.0
1469,863375.0
1470,770500.0
1471,770500.0
1472,1007250.0
1473,856750.0
1474,740250.0
1475,835336.0
1476,735250.0
1477,797250.0
1478,794000.0
1479,794000.0
1480,951250.0
1481,834250.0
1482,834250.0
1483,918250.0
1484,918250.0
1485,918250.0
1486,1240000.0
1487,1240000.0
1488,1240000.0
1489,1240000.0
1490,1240000.0
1491,918250.0
1492,1053000.0
1493,1053000.0
1494,1053000.0
1495,1132250.0
1496,1163750.0
1497,1163750.0
1498,1132250.0
1499,1163750.0
1500,1163750.0
1501,1132250.0
1502,1163750.0
1503,1679375.0
1504,1536250.0
1505,1268250.0
1506,1259000.0
1507,1259000.0
1508,1259000.0
1509,887000.0
1510,887000.0
1511,1171250.0
1512,1171250.0
1513,1171250.0
1514,1300000.0
1515,1490250.0
1516,920000.0
1517,1240000.0
1518,793000.0
1519,1080000.0
1520,1011250.0
1521,1291000.0
1522,821000.0
1523,1055000.0
1524,944000.0
1525,944000.0
1526,944000.0
1527,680000.0
1528,711250.0
1529,662750.0
1530,1054375.0
1531,1054375.0
1532,1054375.0
1533,1054375.0
1534,1054375.0
1535,1985000.0
1536,1985000.0
1537,1070000.0
1538,1120500.0
1539,947500.0
1540,880250.0
1541,880250.0
1542,880250.0
1543,880250.0
1544,956750.0
1545,944750.0
1546,944750.0
1547,566500.0
1548,986750.0
1549,1251000.0
1550,761000.0
1551,734375.0
1552,500875.0
1553,772000.0
1554,1246750.0
1555,1181250.0
1556,1271250.0
1557,1271250.0
1558,1271250.0
1559,1271250.0
1560,1041750.0
1561,1041750.0
1562,1066875.0
1563,1329375.0
1564,1066875.0
1565,1329375.0
1566,1066875.0
1567,994750.0
1568,674250.0
1569,674250.0
1570,848750.0
1571,866250.0
1572,1546250.0
1573,1197250.0
1574,746500.0
1575,873000.0
1576,873000.0
1577,976250.0
1578,675000.0
1579,1536500.0
1580,1536500.0
1581,837375.0
1582,722125.0
1583,918750.0
1584,807750.0
1585,1477500.0
1586,1329375.0
1587,866250.0
1588,746500.0
1589,657500.0
1590,782875.0
1591,595500.0
1592,813625.0
1593,625250.0
1594,948750.0
1595,948750.0
1596,948750.0
1597,948750.0
1598,859250.0
1599,806000.0
1600,835336.0
1601,768000.0
1602,548125.0
1603,835336.0
1604,548750.0
1605,700500.0
1606,548750.0
1607,835336.0
1608,1097500.0
1609,1097500.0
1610,756250.0
1611,735250.0
1612,680750.0
1613,665250.0
1614,775750.0
1615,553250.0
1616,585000.0
1617,848625.0
1618,807750.0
1619,807750.0
1620,745000.0
1621,708000.0
1622,694250.0
1623,694250.0
1624,694250.0
1625,708000.0
1626,558125.0
1627,870000.0
1628,2143750.0
1629,2143750.0
1630,2143750.0
1631,876250.0
1632,1008425.0
1633,858750.0
1634,646250.0
1635,1351000.0
1636,848750.0
1637,848750.0
1638,1220000.0
1639,870000.0
1640,866250.0
1641,1245250.0
1642,1227750.0
1643,802125.0
1644,802125.0
1645,802125.0
1646,912750.0
1647,1473750.0
1648,1473750.0
1649,1473750.0
1650,1445000.0
1651,1473750.0
1652,1253750.0
1653,1253750.0
1654,1059250.0
1655,1059250.0
1656,1696500.0
1657,912750.0
1658,912750.0
1659,912750.0
1660,1475625.0
1661,2135250.0
1662,1786472.0
1663,1786472.0
1664,1211250.0
1665,1752500.0
1666,1267500.0
1667,1267500.0
1668,1267500.0
1669,1752500.0
1670,847375.0
1671,1849250.0
1672,1849250.0
1673,993750.0
1674,2064250.0
1675,1706500.0
1676,2608750.0
1677,2621500.0
1678,1865250.0
1679,1865250.0
1680,1762750.0
1681,932500.0
1682,1267500.0
1683,1766000.0
1684,974500.0
1685,541625.0
1686,541625.0
1687,641250.0
1688,1328750.0
1689,510750.0
1690,510750.0
1691,1866250.0
1692,985937.5
1693,985937.5
1694,873250.0
1695,1193750.0
1696,1499250.0
1697,2025000.0
1698,2025000.0
1699,2025000.0
1700,1540500.0
1701,1540500.0
1702,1540500.0
1703,1540500.0
1704,1120750.0
1705,1353250.0
1706,1454500.0
1707,1390625.0
1708,1390625.0
1709,1390625.0
1710,1390625.0
1711,743625.0
1712,743625.0
1713,743625.0
1714,743625.0
1715,1222500.0
1716,1222500.0
1717,791062.5
1718,789187.5
1719,789187.5
1720,791062.5
1721,671500.0
1722,1390625.0
1723,1390625.0
1724,1641250.0
1725,1641250.0
1726,1641250.0
1727,653125.0
1728,871500.0
1729,871500.0
1730,1003250.0
1731,1003250.0
1732,593000.0
1733,541625.0
1734,779250.0
1735,534625.0
1736,991875.0
1737,972500.0
1738,2025000.0
1739,1692250.0
1740,1692250.0
1741,1692250.0
1742,1692250.0
1743,1420250.0
1744,1420250.0
1745,1420250.0
1746,1176750.0
1747,1176750.0
1748,814200.0
1749,814200.0
1750,1437500.0
1751,1125750.0
1752,2278750.0
1753,2278750.0
1754,673625.25
1755,673625.25
1756,683375.0
1757,971750.0
1758,593750.0
1759,925000.0
1760,1150000.0
